book_chapter_verse,gloss,lemma,normalized,book,chapter
1CO 11:7,A man truly for not ought to cover the head image and glory of God being the woman however [the] glory of man is,ἀνήρ μέν γάρ οὐ ὀφείλω κατακαλύπτω ὁ κεφαλή εἰκών καί δόξα θεός ὑπάρχω ὁ γυνή δέ δόξα ἀνήρ εἰμί,ἀνήρ μέν γάρ οὐκ ὀφείλει κατακαλύπτεσθαι τήν κεφαλήν εἰκών καί δόξα Θεοῦ ὑπάρχων ἡ γυνή δέ δόξα ἀνδρός ἐστιν,1 Corinthians,1 Corinthians 11
1CO 11:8,Not for is man of woman but woman of man,οὐ γάρ εἰμί ἀνήρ ἐκ γυνή ἀλλά γυνή ἐκ ἀνήρ,οὐ γάρ ἐστιν ἀνήρ ἐκ γυναικός ἀλλά γυνή ἐξ ἀνδρός,1 Corinthians,1 Corinthians 11
1CO 11:9,Truly for not was created man on account of the woman but woman on account of the man,καί γάρ οὐ κτίζω ἀνήρ διά ὁ γυνή ἀλλά γυνή διά ὁ ἀνήρ,καί γάρ οὐκ ἐκτίσθη ἀνήρ διά τήν γυναῖκα ἀλλά γυνή διά τόν ἄνδρα,1 Corinthians,1 Corinthians 11
1CO 12:1,Concerning now - spiritual [gifts] brothers not I do want you to be ignorant,περί δέ ὁ πνευματικός ἀδελφός οὐ θέλω σύ ἀγνοέω,Περί δέ τῶν πνευματικῶν ἀδελφοί οὐ θέλω ὑμᾶς ἀγνοεῖν,1 Corinthians,1 Corinthians 12
1CO 12:10,to another now working of miracles to another now prophecy to another now distinguishing of spirits and to a different one various kinds of tongues to another now interpretation of tongues,ἄλλος δέ ἐνέργημα δύναμις ἄλλος δέ προφητεία ἄλλος δέ διάκρισις πνεῦμα ἕτερος γένος γλῶσσα ἄλλος δέ ἑρμηνεία γλῶσσα,ἄλλῳ δέ ἐνεργήματα δυνάμεων ἄλλῳ δέ προφητεία ἄλλῳ δέ διακρίσεις πνευμάτων ἑτέρῳ γένη γλωσσῶν ἄλλῳ δέ ἑρμηνεία γλωσσῶν,1 Corinthians,1 Corinthians 12
1CO 12:11,All now these things works the one and the same Spirit apportioning individually to each as He wills,πᾶς δέ οὗτος ἐνεργέω ὁ εἷς καί ὁ αὐτός πνεῦμα διαιρέω ἴδιος ἕκαστος καθώς βούλομαι,πάντα δέ ταῦτα ἐνεργεῖ τό ἕν καί τό αὐτό Πνεῦμα διαιροῦν ἰδίᾳ ἑκάστῳ καθώς βούλεται,1 Corinthians,1 Corinthians 12
1CO 12:12,Just as for the body one is and members many has all now the members of the body many being one are body so also [is] - Christ,καθάπερ γάρ ὁ σῶμα εἷς εἰμί καί μέλος πολύς ἔχω πᾶς δέ ὁ μέλος ὁ σῶμα πολύς εἰμί εἷς εἰμί σῶμα οὕτω καί ὁ Χριστός,Καθάπερ γάρ τό σῶμα ἕν ἐστιν καί μέλη πολλά ἔχει πάντα δέ τά μέλη τοῦ σώματος πολλά ὄντα ἕν ἐστιν σῶμα οὕτως καί ὁ Χριστός,1 Corinthians,1 Corinthians 12
1CO 12:13,Also for in one Spirit we all into one body were baptized whether Jews or Greeks whether slaves or free and all one Spirit we were made to drink,καί γάρ ἐν εἷς πνεῦμα ἐγώ πᾶς εἰς εἷς σῶμα βαπτίζω εἴτε Ἰουδαῖος εἴτε Ἕλλην εἴτε δοῦλος (II) εἴτε ἐλεύθερος καί πᾶς εἷς πνεῦμα ποτίζω,καί γάρ ἐν ἑνί Πνεύματι ἡμεῖς πάντες εἰς ἕν σῶμα ἐβαπτίσθημεν εἴτε Ἰουδαῖοι εἴτε Ἕλληνες εἴτε δοῦλοι εἴτε ἐλεύθεροι καί πάντες ἕν Πνεῦμα ἐποτίσθημεν,1 Corinthians,1 Corinthians 12
1CO 12:14,Also for the body not is one member but many,καί γάρ ὁ σῶμα οὐ εἰμί εἷς μέλος ἀλλά πολύς,καί γάρ τό σῶμα οὐκ ἔστιν ἕν μέλος ἀλλά πολλά,1 Corinthians,1 Corinthians 12
1CO 12:15,If should say the foot Because not I am a hand not I am of the body not on account of this not is it of the body,ἐάν λέγω ὁ πούς ὅτι οὐ εἰμί χείρ οὐ εἰμί ἐκ ὁ σῶμα οὐ παρά οὗτος οὐ εἰμί ἐκ ὁ σῶμα,ἐάν εἴπῃ ὁ πούς Ὅτι οὐκ εἰμί χείρ οὐκ εἰμί ἐκ τοῦ σώματος οὐ παρά τοῦτο οὐκ ἔστιν ἐκ τοῦ σώματος,1 Corinthians,1 Corinthians 12
1CO 12:16,And if should say the ear Because not I am an eye not I am of the body not on account of this not is it of the body,καί ἐάν λέγω ὁ οὖς ὅτι οὐ εἰμί ὀφθαλμός οὐ εἰμί ἐκ ὁ σῶμα οὐ παρά οὗτος οὐ εἰμί ἐκ ὁ σῶμα,καί ἐάν εἴπῃ τό οὖς Ὅτι οὐκ εἰμί ὀφθαλμός οὐκ εἰμί ἐκ τοῦ σώματος οὐ παρά τοῦτο οὐκ ἔστιν ἐκ τοῦ σώματος,1 Corinthians,1 Corinthians 12
1CO 12:17,If all the body [were] an eye where [would be] the hearing If all [were] hearing where [would be] the sense of smell,εἰ ὅλος ὁ σῶμα ὀφθαλμός ποῦ ὁ ἀκοή εἰ ὅλος ἀκοή ποῦ ὁ ὄσφρησις,εἰ ὅλον τό σῶμα ὀφθαλμός ποῦ ἡ ἀκοή εἰ ὅλον ἀκοή ποῦ ἡ ὄσφρησις,1 Corinthians,1 Corinthians 12
1CO 12:18,Now however - God has arranged the members one each of them in the body as He desired,νῦν δέ ὁ θεός τίθημι ὁ μέλος εἷς ἕκαστος αὐτός ἐν ὁ σῶμα καθώς θέλω,νῦν δέ ὁ Θεός ἔθετο τά μέλη ἕν ἕκαστον αὐτῶν ἐν τῷ σώματι καθώς ἠθέλησεν,1 Corinthians,1 Corinthians 12
1CO 12:19,If now were - all one member where [would be] the body,εἰ δέ εἰμί ὁ πᾶς εἷς μέλος ποῦ ὁ σῶμα,εἰ δέ ἦν τά πάντα ἕν μέλος ποῦ τό σῶμα,1 Corinthians,1 Corinthians 12
1CO 12:2,You know that when pagans you were to - idols - mute even as - you were led being carried away,οἶδα ὅτι ὅτε ἔθνος εἰμί πρός ὁ εἴδωλον ὁ ἄφωνος ὡς ἄν ἄγω ἀπάγω,Οἴδατε ὅτι ὅτε ἔθνη ἦτε πρός τά εἴδωλα τά ἄφωνα ὡς ἄν ἤγεσθε ἀπαγόμενοι,1 Corinthians,1 Corinthians 12
1CO 12:20,Now however many even [are the] members one however body,νῦν δέ πολύς μέν μέλος εἷς δέ σῶμα,νῦν δέ πολλά μέν μέλη ἕν δέ σῶμα,1 Corinthians,1 Corinthians 12
1CO 12:21,Not is able now the eye to say to the hand Need of you not I have Or again the head to the feet Need of you not I have,οὐ δύναμαι δέ ὁ ὀφθαλμός λέγω ὁ χείρ χρεία σύ οὐ ἔχω ἤ πάλιν ὁ κεφαλή ὁ πούς χρεία σύ οὐ ἔχω,οὐ δύναται δέ ὁ ὀφθαλμός εἰπεῖν τῇ χειρί Χρείαν σου οὐκ ἔχω ἤ πάλιν ἡ κεφαλή τοῖς ποσίν Χρείαν ὑμῶν οὐκ ἔχω,1 Corinthians,1 Corinthians 12
1CO 12:22,But much rather those seeming members of the body weaker to be indispensable are,ἀλλά πολύς μᾶλλον ὁ δοκέω μέλος ὁ σῶμα ἀσθενής ὑπάρχω ἀναγκαῖος εἰμί,ἀλλά πολλῷ μᾶλλον τά δοκοῦντα μέλη τοῦ σώματος ἀσθενέστερα ὑπάρχειν ἀναγκαῖα ἐστιν,1 Corinthians,1 Corinthians 12
1CO 12:23,and those which we think less honorable to be of the body these honor more abundant we bestow and the unpresentable [parts] of us decorum more abundant have,καί ὅς δοκέω ἄτιμος εἰμί ὁ σῶμα οὗτος τιμή περισσός περιτίθημι καί ὁ ἀσχήμων ἐγώ εὐσχημοσύνη περισσός ἔχω,καί ἅ δοκοῦμεν ἀτιμότερα εἶναι τοῦ σώματος τούτοις τιμήν περισσοτέραν περιτίθεμεν καί τά ἀσχήμονα ἡμῶν εὐσχημοσύνην περισσοτέραν ἔχει,1 Corinthians,1 Corinthians 12
1CO 12:24,- and the presentable [parts] of us no need have But - God has composed the body to the [parts] being deficient more abundant having given honor,ὁ δέ εὐσχήμων ἐγώ οὐ χρεία ἔχω ἀλλά ὁ θεός συγκεράννυμι ὁ σῶμα ὁ ὑστερέω περισσός δίδωμι τιμή,τά δέ εὐσχήμονα ἡμῶν οὐ χρείαν ἔχει ἀλλά ὁ θεός συνεκέρασεν τό σῶμα τῷ ὑστερουμένῳ περισσοτέραν δούς τιμήν,1 Corinthians,1 Corinthians 12
1CO 12:25,that not there should be division in the body but the same for one another should have concern the members,ἵνα μή εἰμί σχίσμα ἐν ὁ σῶμα ἀλλά ὁ αὐτός ὑπέρ ἀλλήλων μεριμνάω ὁ μέλος,ἵνα μή ᾖ σχίσμα ἐν τῷ σώματι ἀλλά τό αὐτό ὑπέρ ἀλλήλων μεριμνῶσιν τά μέλη,1 Corinthians,1 Corinthians 12
1CO 12:26,And if suffers one member suffer with [it] all the members if is honored member rejoice with [it] all the members,καί εἴτε πάσχω εἷς μέλος συμπάσχω πᾶς ὁ μέλος εἴτε δοξάζω μέλος συγχαίρω πᾶς ὁ μέλος,καί εἴτε πάσχει ἕν μέλος συνπάσχει πάντα τά μέλη εἴτε δοξάζεται μέλος συνχαίρει πάντα τά μέλη,1 Corinthians,1 Corinthians 12
1CO 12:27,You now are [the] body of Christ and members in particular,σύ δέ εἰμί σῶμα Χριστός καί μέλος ἐκ μέρος,ὑμεῖς δέ ἐστε σῶμα Χριστοῦ καί μέλη ἐκ μέρους,1 Corinthians,1 Corinthians 12
1CO 12:28,And some indeed has appointed - God in the church first apostles secondly prophets third teachers then miracles then gifts of healing helping administrating various kinds of tongues,καί ὅς μέν τίθημι ὁ θεός ἐν ὁ ἐκκλησία πρῶτος ἀπόστολος δεύτερος προφήτης τρίτος διδάσκαλος ἔπειτα δύναμις ἔπειτα χάρισμα ἴαμα ἀντίλημψις κυβέρνησις γένος γλῶσσα,Καί οὕς μέν ἔθετο ὁ Θεός ἐν τῇ ἐκκλησίᾳ πρῶτον ἀποστόλους δεύτερον προφήτας τρίτον διδασκάλους ἔπειτα δυνάμεις ἔπειτα χαρίσματα ἰαμάτων ἀντιλήμψεις κυβερνήσεις γένη γλωσσῶν,1 Corinthians,1 Corinthians 12
1CO 12:29,Not [are] all apostles Not all prophets Not all teachers Not [have] all miracles,μή πᾶς ἀπόστολος μή πᾶς προφήτης μή πᾶς διδάσκαλος μή πᾶς δύναμις,μή πάντες ἀπόστολοι μή πάντες προφῆται μή πάντες διδάσκαλοι μή πάντες δυνάμεις,1 Corinthians,1 Corinthians 12
1CO 12:3,Therefore I make known to you that no one in [the] Spirit of God speaking says Accursed [is] Jesus and no one is able to say Lord [is] Jesus if not in [the] Spirit Holy,διό γνωρίζω σύ ὅτι οὐδείς ἐν πνεῦμα θεός λαλέω λέγω ἀνάθεμα Ἰησοῦς καί οὐδείς δύναμαι λέγω κύριος Ἰησοῦς εἰ μή ἐν πνεῦμα ἅγιος,διό γνωρίζω ὑμῖν ὅτι οὐδείς ἐν Πνεύματι Θεοῦ λαλῶν λέγει ΑΝΑΘΕΜΑ ΙΗΣΟΥΣ καί οὐδείς δύναται εἰπεῖν ΚΥΡΙΟΣ ΙΗΣΟΥΣ εἰ μή ἐν Πνεύματι Ἁγίῳ,1 Corinthians,1 Corinthians 12
1CO 12:30,Not all gifts have of healings Not all in tongues do speak Not all do interpret,μή πᾶς χάρισμα ἔχω ἴαμα μή πᾶς γλῶσσα λαλέω μή πᾶς διερμηνεύω,μή πάντες χαρίσματα ἔχουσιν ἰαμάτων μή πάντες γλώσσαις λαλοῦσιν μή πάντες διερμηνεύουσιν,1 Corinthians,1 Corinthians 12
1CO 12:31,Be desirous of however the gifts - greater And now according to a more surpassing way to you I show,ζηλόω δέ ὁ χάρισμα ὁ μέγας καί ἔτι κατά ὑπερβολή ὁδός σύ δείκνυμι,ζηλοῦτε δέ τά χαρίσματα τά μείζονα Καί ἔτι καθ’ ὑπερβολήν ὁδόν ὑμῖν δείκνυμι,1 Corinthians,1 Corinthians 12
1CO 12:4,Varieties now of gifts there are - but the same Spirit,διαίρεσις δέ χάρισμα εἰμί ὁ δέ αὐτός πνεῦμα,Διαιρέσεις δέ χαρισμάτων εἰσίν τό δέ αὐτό Πνεῦμα,1 Corinthians,1 Corinthians 12
1CO 12:5,and varieties of services there are but the same Lord,καί διαίρεσις διακονία εἰμί καί ὁ αὐτός κύριος,καί διαιρέσεις διακονιῶν εἰσιν καί ὁ αὐτός Κύριος,1 Corinthians,1 Corinthians 12
1CO 12:6,and varieties of workings there are the but same God - is working the all things in everyone,καί διαίρεσις ἐνέργημα εἰμί ὁ δέ αὐτός θεός ὁ ἐνεργέω ὁ πᾶς ἐν πᾶς,καί διαιρέσεις ἐνεργημάτων εἰσίν ὁ δέ αὐτός Θεός ὁ ἐνεργῶν τά πάντα ἐν πᾶσιν,1 Corinthians,1 Corinthians 12
1CO 12:7,To each now is given the manifestation of the Spirit for the common profiting,ἕκαστος δέ δίδωμι ὁ φανέρωσις ὁ πνεῦμα πρός ὁ συμφέρω,ἑκάστῳ δέ δίδοται ἡ φανέρωσις τοῦ Πνεύματος πρός τό συμφέρον,1 Corinthians,1 Corinthians 12
1CO 12:8,To one truly for through the Spirit is given a word of wisdom to another now a word of knowledge according to the same Spirit,ὅς μέν γάρ διά ὁ πνεῦμα δίδωμι λόγος σοφία ἄλλος δέ λόγος γνῶσις κατά ὁ αὐτός πνεῦμα,ᾧ μέν γάρ διά τοῦ Πνεύματος δίδοται λόγος σοφίας ἄλλῳ δέ λόγος γνώσεως κατά τό αὐτό Πνεῦμα,1 Corinthians,1 Corinthians 12
1CO 12:9,and to a different one faith by the same Spirit to another now gifts of healing in that one Spirit,ἕτερος πίστις ἐν ὁ αὐτός πνεῦμα ἄλλος δέ χάρισμα ἴαμα ἐν ὁ εἷς πνεῦμα,ἑτέρῳ πίστις ἐν τῷ αὐτῷ Πνεύματι ἄλλῳ δέ χαρίσματα ἰαμάτων ἐν τῷ ἑνί Πνεύματι,1 Corinthians,1 Corinthians 12
